seq	delay
220	0.15
221	0.15
222	0.15
223	0.15
224	0.15
225	0.15
226	0.15
227	0.15
228	0.15
229	0.15
230	0.15
231	0.15
232	0.15
233	0.15
234	0.15
235	0.15
236	0.15
237	0.15
238	0.15
239	0.15
240	0.15
241	0.15
242	0.15
243	0.15
244	0.15
245	0.15
246	0.15
247	0.15
248	0.15
249	0.15
250	0.15
251	0.15
252	0.15
253	0.15
254	0.15
255	0.15
256	0.15
257	0.15
258	0.15
259	0.15
260	0.15
261	0.15
262	0.15
263	0.15
264	0.15
265	0.15
266	0.15
267	0.15
268	0.15
269	0.15
270	0.15
271	0.15
272	0.15
273	0.15
274	0.15
275	0.15
276	0.15
277	0.15
278	0.15
279	0.15
280	0.15
281	0.15
282	0.15
283	0.15
284	0.15
285	0.15
286	0.15
287	0.15
288	0.15
289	0.15
290	0.15
291	0.15
292	0.15
293	0.15
294	0.15
295	0.15
296	0.15
297	0.15
298	0.15
299	0.15
300	0.15
301	0.15
302	0.15
303	0.15
304	0.15
305	0.15
306	0.15
307	0.15
308	0.15
309	0.15
310	0.15
311	0.15
312	0.15
313	0.15
314	0.15
315	0.15
316	0.15
317	0.15
318	0.15
319	0.15
320	0.15
321	0.15
322	0.15
323	0.15
324	0.15
325	0.15
326	0.15
327	0.15
328	0.15
329	0.15
330	0.15
331	0.15
332	0.15
333	0.15
334	0.15
335	0.15
336	0.15
337	0.15
338	0.15
339	0.15
340	0.15
341	0.15
342	0.15
343	0.15
344	0.15
345	0.15
346	0.15
347	0.15
348	0.15
349	0.15
350	0.15
351	0.15
352	0.15
353	0.15
354	0.15
355	0.15
356	0.15
357	0.15
358	0.15
359	0.15
360	0.15
361	0.15
362	0.15
363	0.15
364	0.15
365	0.15
366	0.15
367	0.15
368	0.15
369	0.15
370	0.15
371	0.15
372	0.15
373	0.15
374	0.15
375	0.15
376	0.15
377	0.15
378	0.15
379	0.15
380	0.15
381	0.15
382	0.15
383	0.15
384	0.15
385	0.15
386	0.15
387	0.15
388	0.15
389	0.15
390	0.15
391	0.15
392	0.15
393	0.15
394	0.15
395	0.15
396	0.15
397	0.15
398	0.15
399	0.15
400	0.15
401	0.15
402	0.15
403	0.15
404	0.15
405	0.15
406	0.15
407	0.15
408	0.15
409	0.15
410	0.15
411	0.15
412	0.15
413	0.15
414	0.15
415	0.15
416	0.15
417	0.15
418	0.15
419	0.15
420	0.15
421	0.15
422	0.15
423	0.15
424	0.15
425	0.15
426	0.15
427	0.15
428	0.15
429	0.15
430	0.15
431	0.15
432	0.15
433	0.15
434	0.15
435	0.15
436	0.15
437	0.15
438	0.15
439	0.15
440	0.15
441	0.15
442	0.15
443	0.15
444	0.15
445	0.15
446	0.15
447	0.15
448	0.15
449	0.15
450	0.15
451	0.15
452	0.15
453	0.15
454	0.15
455	0.15
456	0.15
457	0.15
458	0.15
459	0.15
460	0.15
461	0.15
462	0.15
463	0.15
464	0.15
465	0.15
466	0.15
467	0.15
468	0.15
469	0.15
470	0.15
471	0.15
472	0.15
473	0.15
474	0.15
475	0.15
476	0.15
477	0.15
478	0.15
479	0.15
480	0.15
481	0.15
482	0.15
483	0.15
484	0.15
485	0.15
486	0.15
487	0.15
488	0.15
489	0.15
490	0.15
491	0.15
492	0.15
493	0.15
494	0.15
495	0.15
496	0.15
497	0.15
498	0.15
499	0.15
500	0.15
501	0.15
502	0.15
503	0.15
504	0.15
505	0.15
506	0.15
507	0.15
508	0.15
509	0.15
510	0.15
511	0.15
512	0.15
513	0.15
514	0.15
515	0.15
516	0.15
517	0.15
518	0.15
519	0.15
520	0.15
521	0.15
522	0.15
523	0.15
524	0.15
525	0.15
526	0.15
527	0.15
528	0.15
529	0.15
530	0.15
531	0.15
532	0.15
533	0.15
534	0.15
535	0.15
536	0.15
537	0.15
538	0.15
539	0.15
540	0.15
541	0.15
542	0.15
543	0.15
544	0.15
545	0.15
546	0.15
547	0.15
548	0.15
549	0.15
550	0.15
551	0.15
552	0.15
553	0.15
554	0.15
555	0.15
556	0.15
557	0.15
558	0.15
559	0.15
560	0.15
561	0.15
562	0.15
563	0.15
564	0.15
565	0.15
566	0.15
567	0.15
568	0.15
569	0.15
570	0.15
571	0.15
572	0.15
573	0.15
574	0.15
575	0.15
576	0.15
577	0.15
578	0.15
579	0.15
580	0.15
581	0.15
582	0.15
583	0.15
584	0.15
585	0.15
586	0.15
587	0.15
588	0.15
589	0.15
590	0.15
591	0.15
592	0.15
593	0.15
594	0.15
595	0.15
596	0.15
597	0.15
598	0.15
599	0.15
600	0.15
601	0.15
602	0.15
603	0.15
604	0.15
605	0.15
606	0.15
607	0.15
608	0.15
609	0.15
610	0.15
611	0.15
612	0.15
613	0.15
614	0.15
615	0.15
616	0.15
617	0.15
618	0.15
619	0.15
620	0.15
621	0.15
622	0.15
623	0.15
624	0.15
625	0.15
626	0.15
627	0.15
628	0.15
629	0.15
630	0.15
631	0.15
632	0.15
633	0.15
634	0.15
635	0.15
636	0.15
637	0.15
638	0.15
639	0.15
640	0.15
641	0.15
642	0.15
643	0.15
644	0.15
645	0.15
646	0.15
647	0.15
648	0.15
649	0.15
650	0.15
651	0.15
652	0.15
653	0.15
654	0.15
655	0.15
656	0.15
657	0.15
658	0.15
659	0.15
660	0.15
661	0.15
662	0.15
663	0.15
664	0.15
665	0.15
666	0.15
667	0.15
668	0.15
669	0.15
670	0.15
671	0.15
672	0.15
673	0.15
674	0.15
675	0.15
676	0.15
677	0.15
678	0.15
679	0.15
680	0.15
681	0.15
682	0.15
683	0.15
684	0.15
685	0.15
686	0.15
687	0.15
688	0.15
689	0.15
690	0.15
691	0.15
692	0.15
693	0.15
694	0.15
695	0.15
696	0.15
697	0.15
698	0.15
699	0.15
700	0.15
701	0.15
702	0.15
703	0.15
704	0.15
705	0.200000000001
706	0.200000000001
707	0.200000000001
708	0.200000000001
709	0.200000000001
710	0.200000000001
711	0.200000000001
712	0.200000000001
713	0.200000000001
714	0.200000000001
715	0.200000000001
716	0.200000000001
717	0.200000000001
718	0.200000000001
719	0.200000000001
720	0.200000000001
721	0.200000000001
722	0.200000000001
723	0.200000000001
724	0.200000000001
725	0.200000000001
726	0.200000000001
727	0.200000000001
728	0.200000000001
729	0.200000000001
730	0.200000000001
731	0.200000000001
732	0.200000000001
733	0.200000000001
734	0.200000000001
735	0.200000000001
736	0.200000000001
737	0.200000000001
738	0.200000000001
739	0.200000000001
740	0.200000000001
741	0.200000000001
742	0.200000000001
743	0.200000000001
744	0.200000000001
745	0.200000000001
746	0.200000000001
747	0.200000000001
748	0.200000000001
749	0.200000000001
750	0.200000000001
751	0.200000000001
752	0.200000000001
753	0.200000000001
754	0.200000000001
755	0.200000000001
756	0.200000000001
757	0.200000000001
758	0.200000000001
759	0.200000000001
760	0.200000000001
761	0.200000000001
762	0.200000000001
763	0.200000000001
764	0.200000000001
765	0.200000000001
766	0.200000000001
767	0.200000000001
768	0.200000000001
769	0.200000000001
770	0.200000000001
771	0.200000000001
772	0.200000000001
773	0.200000000001
774	0.200000000001
775	0.200000000001
776	0.200000000001
777	0.200000000001
778	0.200000000001
779	0.200000000001
780	0.200000000001
781	0.200000000001
782	0.200000000001
783	0.200000000001
784	0.200000000001
785	0.200000000001
786	0.200000000001
787	0.200000000001
788	0.200000000001
789	0.200000000001
790	0.200000000001
791	0.200000000001
792	0.200000000001
793	0.200000000001
794	0.200000000001
795	0.200000000001
796	0.200000000001
797	0.200000000001
798	0.200000000001
799	0.200000000001
800	0.200000000001
801	0.200000000001
802	0.200000000001
803	0.200000000001
804	0.200000000001
805	0.200000000001
806	0.200000000001
807	0.200000000001
808	0.200000000001
809	0.200000000001
810	0.200000000001
811	0.200000000001
812	0.200000000001
813	0.200000000001
814	0.200000000001
815	0.200000000001
816	0.200000000001
817	0.200000000001
818	0.200000000001
819	0.200000000001
820	0.200000000001
821	0.200000000001
822	0.200000000001
823	0.200000000001
824	0.200000000001
825	0.200000000001
826	0.200000000001
827	0.200000000001
828	0.200000000001
829	0.200000000001
830	0.200000000001
831	0.200000000001
832	0.200000000001
833	0.200000000001
834	0.200000000001
835	0.200000000001
836	0.200000000001
837	0.200000000001
838	0.200000000001
839	0.200000000001
840	0.200000000001
841	0.200000000001
842	0.200000000001
843	0.200000000001
844	0.200000000001
845	0.200000000001
846	0.200000000001
847	0.200000000001
848	0.200000000001
849	0.200000000001
850	0.200000000001
851	0.200000000001
852	0.200000000001
853	0.200000000001
854	0.200000000001
855	0.200000000001
856	0.200000000001
857	0.200000000001
858	0.200000000001
859	0.200000000001
860	0.200000000001
861	0.200000000001
862	0.200000000001
863	0.200000000001
864	0.200000000001
865	0.200000000001
866	0.200000000001
867	0.200000000001
868	0.200000000001
869	0.200000000001
870	0.200000000001
871	0.200000000001
872	0.200000000001
873	0.200000000001
874	0.200000000001
875	0.200000000001
876	0.200000000001
877	0.200000000001
878	0.200000000001
879	0.200000000001
880	0.200000000001
881	0.200000000001
882	0.200000000001
883	0.200000000001
884	0.200000000001
885	0.200000000001
886	0.200000000001
887	0.200000000001
888	0.200000000001
889	0.200000000001
890	0.200000000001
891	0.200000000001
892	0.200000000001
893	0.200000000001
894	0.200000000001
895	0.200000000001
896	0.200000000001
897	0.200000000001
898	0.200000000001
899	0.200000000001
900	0.200000000001
901	0.200000000001
902	0.200000000001
903	0.200000000001
904	0.200000000001
905	0.200000000001
906	0.200000000001
907	0.200000000001
908	0.200000000001
909	0.200000000001
910	0.200000000001
911	0.200000000001
912	0.200000000001
913	0.200000000001
914	0.200000000001
915	0.200000000001
916	0.200000000001
917	0.200000000001
918	0.200000000001
919	0.200000000001
920	0.200000000001
921	0.200000000001
922	0.200000000001
923	0.200000000001
924	0.200000000001
925	0.200000000001
926	0.200000000001
927	0.200000000001
928	0.200000000001
929	0.200000000001
930	0.200000000001
931	0.200000000001
932	0.200000000001
933	0.200000000001
934	0.200000000001
935	0.200000000001
936	0.200000000001
937	0.200000000001
938	0.200000000001
939	0.200000000001
940	0.200000000001
941	0.200000000001
942	0.200000000001
943	0.200000000001
944	0.200000000001
945	0.200000000001
946	0.200000000001
947	0.200000000001
948	0.200000000001
949	0.200000000001
950	0.200000000001
951	0.200000000001
952	0.200000000001
953	0.200000000001
954	0.200000000001
955	0.200000000001
956	0.200000000001
957	0.200000000001
958	0.200000000001
959	0.200000000001
960	0.200000000001
961	0.200000000001
962	0.200000000001
963	0.200000000001
964	0.200000000001
965	0.200000000001
966	0.200000000001
967	0.200000000001
968	0.200000000001
969	0.200000000001
970	0.200000000001
971	0.200000000001
972	0.200000000001
973	0.200000000001
974	0.200000000001
975	0.200000000001
976	0.200000000001
977	0.200000000001
978	0.200000000001
979	0.200000000001
980	0.200000000001
981	0.200000000001
982	0.200000000001
983	0.200000000001
984	0.200000000001
985	0.200000000001
986	0.200000000001
987	0.200000000001
988	0.200000000001
989	0.200000000001
990	0.200000000001
991	0.200000000001
992	0.200000000001
993	0.200000000001
994	0.200000000001
995	0.200000000001
996	0.200000000001
997	0.200000000001
998	0.200000000001
999	0.200000000001
1000	0.200000000001
