Time	Node	AppId	Name	SeqNo	Type	RetxCount	WinSize	MaxWinSize	LifeTime
2.16408	P	1	/prefix/%00%1A	26	P_Interest	0	0	0	0
2.16408	P	1	/prefix/%00%1A	26	P_Data	0	0	0	0
2.16493	P	1	/prefix/%00%1B	27	P_Interest	0	0	0	0
2.16493	P	1	/prefix/%00%1B	27	P_Data	0	0	0	0
2.16578	P	1	/prefix/%00%1C	28	P_Interest	0	0	0	0
2.21392	C	1	/prefix/%00%18	24	C_Data	0	0	5	2
2.21392	C	1	/prefix/%00%1D	29	C_Interest	0	0	5	2
2.31578	C	1	/prefix/%00%19	25	C_Data	0	0	5	2
2.31578	C	1	/prefix/%00%1E	30	C_Interest	0	0	5	2
2.31663	C	1	/prefix/%00%1A	26	C_Data	0	0	5	2
2.31663	C	1	/prefix/%00%1F	31	C_Interest	0	0	5	2
2.31748	C	1	/prefix/%00%1B	27	C_Data	0	0	5	2
2.31748	C	1	/prefix/%00%20	32	C_Interest	0	0	5	2
2.364	P	1	/prefix/%00%1D	29	P_Interest	0	0	0	0
2.42006	P	1	/prefix/%00%1C	28	P_GData	0	0	0	0
2.46586	P	1	/prefix/%00%1E	30	P_Interest	0	0	0	0
2.46671	P	1	/prefix/%00%1F	31	P_Interest	0	0	0	0
2.46756	P	1	/prefix/%00%20	32	P_Interest	0	0	0	0
2.50161	P	1	/prefix/%00%1D	29	P_GData	0	0	0	0
2.5157	C	1	/prefix/%00%1C	28	C_Interest	1	0	5	2
2.66578	P	1	/prefix/%00%1C	28	P_Interest	0	0	0	0
2.66578	P	1	/prefix/%00%1C	28	P_Data	0	0	0	0
2.71392	C	1	/prefix/%00%1D	29	C_Interest	1	0	5	2
2.72968	P	1	/prefix/%00%1E	30	P_GData	0	0	0	0
2.74328	P	1	/prefix/%00%1F	31	P_GData	0	0	0	0
2.81578	C	1	/prefix/%00%1E	30	C_Interest	1	0	5	2
2.81663	C	1	/prefix/%00%1F	31	C_Interest	1	0	5	2
2.81748	C	1	/prefix/%00%20	32	C_Interest	1	0	5	2
2.81833	C	1	/prefix/%00%1C	28	C_Data	1	0	5	2
2.81833	C	1	/prefix/%00%21	33	C_Interest	0	0	5	2
2.85679	P	1	/prefix/%00%20	32	P_GData	0	0	0	0
2.864	P	1	/prefix/%00%1D	29	P_Interest	0	0	0	0
2.864	P	1	/prefix/%00%1D	29	P_Data	0	0	0	0
2.87464	P	1	/prefix/%00%21	33	P_GData	0	0	0	0
2.92974	P	1	/prefix/%00%22	34	P_GData	0	0	0	0
2.94782	P	1	/prefix/%00%23	35	P_GData	0	0	0	0
2.96586	P	1	/prefix/%00%1E	30	P_Interest	0	0	0	0
2.96586	P	1	/prefix/%00%1E	30	P_Data	0	0	0	0
2.96671	P	1	/prefix/%00%1F	31	P_Interest	0	0	0	0
2.96671	P	1	/prefix/%00%1F	31	P_Data	0	0	0	0
2.96756	P	1	/prefix/%00%20	32	P_Interest	0	0	0	0
2.96756	P	1	/prefix/%00%20	32	P_Data	0	0	0	0
2.96841	P	1	/prefix/%00%21	33	P_Interest	0	0	0	0
2.96841	P	1	/prefix/%00%21	33	P_Data	0	0	0	0
2.98223	P	1	/prefix/%00%24	36	P_GData	0	0	0	0
3.00732	P	1	/prefix/%00%25	37	P_GData	0	0	0	0
3.00749	P	1	/prefix/%00%26	38	P_GData	0	0	0	0
3.01655	C	1	/prefix/%00%1D	29	C_Data	1	0	5	2
3.01655	C	1	/prefix/%00%22	34	C_Interest	0	0	5	2
3.04672	P	1	/prefix/%00%27	39	P_GData	0	0	0	0
3.11841	C	1	/prefix/%00%1E	30	C_Data	1	0	5	2
3.11841	C	1	/prefix/%00%23	35	C_Interest	0	0	5	2
3.11926	C	1	/prefix/%00%1F	31	C_Data	1	0	5	2
3.11926	C	1	/prefix/%00%24	36	C_Interest	0	0	5	2
3.12011	C	1	/prefix/%00%20	32	C_Data	1	0	5	2
3.12011	C	1	/prefix/%00%25	37	C_Interest	0	0	5	2
3.12096	C	1	/prefix/%00%21	33	C_Data	0	0	5	2
3.12096	C	1	/prefix/%00%26	38	C_Interest	0	0	5	2
3.12892	P	1	/prefix/%00%28	40	P_GData	0	0	0	0
3.16663	P	1	/prefix/%00%22	34	P_Interest	0	0	0	0
3.16663	P	1	/prefix/%00%22	34	P_Data	0	0	0	0
3.26849	P	1	/prefix/%00%23	35	P_Interest	0	0	0	0
3.26849	P	1	/prefix/%00%23	35	P_Data	0	0	0	0
3.26934	P	1	/prefix/%00%24	36	P_Interest	0	0	0	0
3.26934	P	1	/prefix/%00%24	36	P_Data	0	0	0	0
3.27019	P	1	/prefix/%00%25	37	P_Interest	0	0	0	0
3.27019	P	1	/prefix/%00%25	37	P_Data	0	0	0	0
3.27104	P	1	/prefix/%00%26	38	P_Interest	0	0	0	0
3.27104	P	1	/prefix/%00%26	38	P_Data	0	0	0	0
3.31918	C	1	/prefix/%00%22	34	C_Data	0	0	5	2
3.31918	C	1	/prefix/%00%27	39	C_Interest	0	0	5	2
3.3938	P	1	/prefix/%00%29	41	P_GData	0	0	0	0
3.42104	C	1	/prefix/%00%23	35	C_Data	0	0	5	2
3.42104	C	1	/prefix/%00%28	40	C_Interest	0	0	5	2
3.42189	C	1	/prefix/%00%24	36	C_Data	0	0	5	2
3.42189	C	1	/prefix/%00%29	41	C_Interest	0	0	5	2
3.42274	C	1	/prefix/%00%25	37	C_Data	0	0	5	2
3.42274	C	1	/prefix/%00%2A	42	C_Interest	0	0	5	2
3.42359	C	1	/prefix/%00%26	38	C_Data	0	0	5	2
3.42359	C	1	/prefix/%00+	43	C_Interest	0	0	5	2
3.46926	P	1	/prefix/%00%27	39	P_Interest	0	0	0	0
3.46926	P	1	/prefix/%00%27	39	P_Data	0	0	0	0
3.53144	P	1	/prefix/%00%2A	42	P_GData	0	0	0	0
3.54106	P	1	/prefix/%00+	43	P_GData	0	0	0	0
3.57112	P	1	/prefix/%00%28	40	P_Interest	0	0	0	0
3.57112	P	1	/prefix/%00%28	40	P_Data	0	0	0	0
3.57197	P	1	/prefix/%00%29	41	P_Interest	0	0	0	0
3.57197	P	1	/prefix/%00%29	41	P_Data	0	0	0	0
3.57282	P	1	/prefix/%00%2A	42	P_Interest	0	0	0	0
3.57282	P	1	/prefix/%00%2A	42	P_Data	0	0	0	0
3.57367	P	1	/prefix/%00+	43	P_Interest	0	0	0	0
3.57367	P	1	/prefix/%00+	43	P_Data	0	0	0	0
3.60176	P	1	/prefix/%00%2C	44	P_GData	0	0	0	0
3.60593	P	1	/prefix/%00-	45	P_GData	0	0	0	0
3.62181	C	1	/prefix/%00%27	39	C_Data	0	0	5	2
3.62181	C	1	/prefix/%00%2C	44	C_Interest	0	0	5	2
3.63791	P	1	/prefix/%00.	46	P_GData	0	0	0	0
3.69822	P	1	/prefix/%00%2F	47	P_GData	0	0	0	0
3.72367	C	1	/prefix/%00%28	40	C_Data	0	0	5	2
3.72367	C	1	/prefix/%00-	45	C_Interest	0	0	5	2
3.72452	C	1	/prefix/%00%29	41	C_Data	0	0	5	2
3.72452	C	1	/prefix/%00.	46	C_Interest	0	0	5	2
3.72537	C	1	/prefix/%00%2A	42	C_Data	0	0	5	2
3.72537	C	1	/prefix/%00%2F	47	C_Interest	0	0	5	2
3.72622	C	1	/prefix/%00+	43	C_Data	0	0	5	2
3.72622	C	1	/prefix/%000	48	C_Interest	0	0	5	2
3.77189	P	1	/prefix/%00%2C	44	P_Interest	0	0	0	0
3.77189	P	1	/prefix/%00%2C	44	P_Data	0	0	0	0
3.81369	P	1	/prefix/%000	48	P_GData	0	0	0	0
3.81413	P	1	/prefix/%001	49	P_GData	0	0	0	0
3.87375	P	1	/prefix/%00-	45	P_Interest	0	0	0	0
3.87375	P	1	/prefix/%00-	45	P_Data	0	0	0	0
3.8746	P	1	/prefix/%00.	46	P_Interest	0	0	0	0
3.8746	P	1	/prefix/%00.	46	P_Data	0	0	0	0
3.87545	P	1	/prefix/%00%2F	47	P_Interest	0	0	0	0
3.87545	P	1	/prefix/%00%2F	47	P_Data	0	0	0	0
3.8763	P	1	/prefix/%000	48	P_Interest	0	0	0	0
3.8763	P	1	/prefix/%000	48	P_Data	0	0	0	0
3.92444	C	1	/prefix/%00%2C	44	C_Data	0	0	5	2
3.92444	C	1	/prefix/%001	49	C_Interest	0	0	5	2
3.93471	P	1	/prefix/%002	50	P_GData	0	0	0	0
3.95016	P	1	/prefix/%003	51	P_GData	0	0	0	0
4.00401	P	1	/prefix/%004	52	P_GData	0	0	0	0
4.0263	C	1	/prefix/%00-	45	C_Data	0	0	5	2
4.0263	C	1	/prefix/%002	50	C_Interest	0	0	5	2
4.02715	C	1	/prefix/%00.	46	C_Data	0	0	5	2
4.02715	C	1	/prefix/%003	51	C_Interest	0	0	5	2
4.028	C	1	/prefix/%00%2F	47	C_Data	0	0	5	2
4.028	C	1	/prefix/%004	52	C_Interest	0	0	5	2
4.02886	C	1	/prefix/%000	48	C_Data	0	0	5	2
4.02886	C	1	/prefix/%005	53	C_Interest	0	0	5	2
4.07452	P	1	/prefix/%001	49	P_Interest	0	0	0	0
4.07452	P	1	/prefix/%001	49	P_Data	0	0	0	0
4.17638	P	1	/prefix/%002	50	P_Interest	0	0	0	0
4.17638	P	1	/prefix/%002	50	P_Data	0	0	0	0
4.17723	P	1	/prefix/%003	51	P_Interest	0	0	0	0
4.17723	P	1	/prefix/%003	51	P_Data	0	0	0	0
4.17808	P	1	/prefix/%004	52	P_Interest	0	0	0	0
4.17808	P	1	/prefix/%004	52	P_Data	0	0	0	0
4.17893	P	1	/prefix/%005	53	P_Interest	0	0	0	0
4.22708	C	1	/prefix/%001	49	C_Data	0	0	5	2
4.22708	C	1	/prefix/%006	54	C_Interest	0	0	5	2
4.23262	P	1	/prefix/%005	53	P_GData	0	0	0	0
4.32893	C	1	/prefix/%002	50	C_Data	0	0	5	2
4.32893	C	1	/prefix/%007	55	C_Interest	0	0	5	2
4.32978	C	1	/prefix/%003	51	C_Data	0	0	5	2
4.32978	C	1	/prefix/%008	56	C_Interest	0	0	5	2
4.33064	C	1	/prefix/%004	52	C_Data	0	0	5	2
4.33064	C	1	/prefix/%009	57	C_Interest	0	0	5	2
4.33882	P	1	/prefix/%006	54	P_GData	0	0	0	0
4.35548	P	1	/prefix/%007	55	P_GData	0	0	0	0
4.37715	P	1	/prefix/%006	54	P_Interest	0	0	0	0
4.37715	P	1	/prefix/%006	54	P_Data	0	0	0	0
4.46624	P	1	/prefix/%008	56	P_GData	0	0	0	0
4.47901	P	1	/prefix/%007	55	P_Interest	0	0	0	0
4.47901	P	1	/prefix/%007	55	P_Data	0	0	0	0
4.47986	P	1	/prefix/%008	56	P_Interest	0	0	0	0
4.47986	P	1	/prefix/%008	56	P_Data	0	0	0	0
4.48071	P	1	/prefix/%009	57	P_Interest	0	0	0	0
4.48256	P	1	/prefix/%009	57	P_GData	0	0	0	0
4.52886	C	1	/prefix/%005	53	C_Interest	1	0	5	2
4.52971	C	1	/prefix/%006	54	C_Data	0	0	5	2
4.52971	C	1	/prefix/%00%3A	58	C_Interest	0	0	5	2
4.53356	P	1	/prefix/%00%3A	58	P_GData	0	0	0	0
4.63156	C	1	/prefix/%007	55	C_Data	0	0	5	2
4.63156	C	1	/prefix/%00%3B	59	C_Interest	0	0	5	2
4.63242	C	1	/prefix/%008	56	C_Data	0	0	5	2
4.63242	C	1	/prefix/%00%3C	60	C_Interest	0	0	5	2
4.67893	P	1	/prefix/%005	53	P_Interest	0	0	0	0
4.67893	P	1	/prefix/%005	53	P_Data	0	0	0	0
4.67978	P	1	/prefix/%00%3A	58	P_Interest	0	0	0	0
4.67978	P	1	/prefix/%00%3A	58	P_Data	0	0	0	0
4.78164	P	1	/prefix/%00%3B	59	P_Interest	0	0	0	0
4.78249	P	1	/prefix/%00%3C	60	P_Interest	0	0	0	0
4.83064	C	1	/prefix/%009	57	C_Interest	1	0	5	2
4.83149	C	1	/prefix/%005	53	C_Data	1	0	5	2
4.83149	C	1	/prefix/%00%3D	61	C_Interest	0	0	5	2
4.83234	C	1	/prefix/%00%3A	58	C_Data	0	0	5	2
4.83234	C	1	/prefix/%00%3E	62	C_Interest	0	0	5	2
4.98071	P	1	/prefix/%009	57	P_Interest	0	0	0	0
4.98071	P	1	/prefix/%009	57	P_Data	0	0	0	0
4.98156	P	1	/prefix/%00%3D	61	P_Interest	0	0	0	0
4.98242	P	1	/prefix/%00%3E	62	P_Interest	0	0	0	0
4.98866	P	1	/prefix/%00%3B	59	P_GData	0	0	0	0
5.01285	P	1	/prefix/%00%3C	60	P_GData	0	0	0	0
5.0487	P	1	/prefix/%00%3D	61	P_GData	0	0	0	0
5.05354	P	1	/prefix/%00%3E	62	P_GData	0	0	0	0
5.10202	P	1	/prefix/%00%3F	63	P_GData	0	0	0	0
5.13156	C	1	/prefix/%00%3B	59	C_Interest	1	0	5	2
5.13242	C	1	/prefix/%00%3C	60	C_Interest	1	0	5	2
5.13327	C	1	/prefix/%009	57	C_Data	1	0	5	2
5.13327	C	1	/prefix/%00%3F	63	C_Interest	0	0	5	2
5.17893	P	1	/prefix/%00%40	64	P_GData	0	0	0	0
5.17927	P	1	/prefix/%00A	65	P_GData	0	0	0	0
5.23305	P	1	/prefix/%00B	66	P_GData	0	0	0	0
5.24347	P	1	/prefix/%00C	67	P_GData	0	0	0	0
5.2636	P	1	/prefix/%00D	68	P_GData	0	0	0	0
5.28164	P	1	/prefix/%00%3B	59	P_Interest	0	0	0	0
5.28164	P	1	/prefix/%00%3B	59	P_Data	0	0	0	0
5.28249	P	1	/prefix/%00%3C	60	P_Interest	0	0	0	0
5.28249	P	1	/prefix/%00%3C	60	P_Data	0	0	0	0
5.28334	P	1	/prefix/%00%3F	63	P_Interest	0	0	0	0
5.28334	P	1	/prefix/%00%3F	63	P_Data	0	0	0	0
5.31716	P	1	/prefix/%00E	69	P_GData	0	0	0	0
5.31936	P	1	/prefix/%00F	70	P_GData	0	0	0	0
5.33149	C	1	/prefix/%00%3D	61	C_Interest	1	0	5	2
5.33234	C	1	/prefix/%00%3E	62	C_Interest	1	0	5	2
5.4342	C	1	/prefix/%00%3B	59	C_Data	1	0	5	2
5.4342	C	1	/prefix/%00%40	64	C_Interest	0	0	5	2
5.43505	C	1	/prefix/%00%3C	60	C_Data	1	0	5	2
5.43505	C	1	/prefix/%00A	65	C_Interest	0	0	5	2
5.4359	C	1	/prefix/%00%3F	63	C_Data	0	0	5	2
5.4359	C	1	/prefix/%00B	66	C_Interest	0	0	5	2
5.48156	P	1	/prefix/%00%3D	61	P_Interest	0	0	0	0
5.48156	P	1	/prefix/%00%3D	61	P_Data	0	0	0	0
5.48242	P	1	/prefix/%00%3E	62	P_Interest	0	0	0	0
5.48242	P	1	/prefix/%00%3E	62	P_Data	0	0	0	0
5.53002	P	1	/prefix/%00G	71	P_GData	0	0	0	0
5.56818	P	1	/prefix/%00H	72	P_GData	0	0	0	0
5.58427	P	1	/prefix/%00%40	64	P_Interest	0	0	0	0
5.58427	P	1	/prefix/%00%40	64	P_Data	0	0	0	0
5.58512	P	1	/prefix/%00A	65	P_Interest	0	0	0	0
5.58512	P	1	/prefix/%00A	65	P_Data	0	0	0	0
5.58598	P	1	/prefix/%00B	66	P_Interest	0	0	0	0
5.58598	P	1	/prefix/%00B	66	P_Data	0	0	0	0
5.63412	C	1	/prefix/%00%3D	61	C_Data	1	0	5	2
5.63412	C	1	/prefix/%00C	67	C_Interest	0	0	5	2
5.63497	C	1	/prefix/%00%3E	62	C_Data	1	0	5	2
5.63497	C	1	/prefix/%00D	68	C_Interest	0	0	5	2
5.73683	C	1	/prefix/%00%40	64	C_Data	0	0	5	2
5.73683	C	1	/prefix/%00E	69	C_Interest	0	0	5	2
5.73768	C	1	/prefix/%00A	65	C_Data	0	0	5	2
5.73768	C	1	/prefix/%00F	70	C_Interest	0	0	5	2
5.73853	C	1	/prefix/%00B	66	C_Data	0	0	5	2
5.73853	C	1	/prefix/%00G	71	C_Interest	0	0	5	2
5.7842	P	1	/prefix/%00C	67	P_Interest	0	0	0	0
5.7842	P	1	/prefix/%00C	67	P_Data	0	0	0	0
5.78505	P	1	/prefix/%00D	68	P_Interest	0	0	0	0
5.78505	P	1	/prefix/%00D	68	P_Data	0	0	0	0
5.8869	P	1	/prefix/%00E	69	P_Interest	0	0	0	0
5.8869	P	1	/prefix/%00E	69	P_Data	0	0	0	0
5.88776	P	1	/prefix/%00F	70	P_Interest	0	0	0	0
5.88776	P	1	/prefix/%00F	70	P_Data	0	0	0	0
5.88861	P	1	/prefix/%00G	71	P_Interest	0	0	0	0
5.88861	P	1	/prefix/%00G	71	P_Data	0	0	0	0
5.93675	C	1	/prefix/%00C	67	C_Data	0	0	5	2
5.93675	C	1	/prefix/%00H	72	C_Interest	0	0	5	2
5.9376	C	1	/prefix/%00D	68	C_Data	0	0	5	2
5.9376	C	1	/prefix/%00I	73	C_Interest	0	0	5	2
5.9426	P	1	/prefix/%00I	73	P_GData	0	0	0	0
6.03946	C	1	/prefix/%00E	69	C_Data	0	0	5	2
6.03946	C	1	/prefix/%00J	74	C_Interest	0	0	5	2
6.04031	C	1	/prefix/%00F	70	C_Data	0	0	5	2
6.04031	C	1	/prefix/%00K	75	C_Interest	0	0	5	2
6.04116	C	1	/prefix/%00G	71	C_Data	0	0	5	2
6.04116	C	1	/prefix/%00L	76	C_Interest	0	0	5	2
6.08683	P	1	/prefix/%00H	72	P_Interest	0	0	0	0
6.08683	P	1	/prefix/%00H	72	P_Data	0	0	0	0
6.08768	P	1	/prefix/%00I	73	P_Interest	0	0	0	0
6.08768	P	1	/prefix/%00I	73	P_Data	0	0	0	0
6.18954	P	1	/prefix/%00J	74	P_Interest	0	0	0	0
6.19039	P	1	/prefix/%00K	75	P_Interest	0	0	0	0
6.19124	P	1	/prefix/%00L	76	P_Interest	0	0	0	0
6.23182	P	1	/prefix/%00J	74	P_GData	0	0	0	0
6.23938	C	1	/prefix/%00H	72	C_Data	0	0	5	2
